RSSI,latency var.,TIMESTAMP,Drop?
-100,1997,0.0,0
-96,2891,0.25744200000190176,0
-94,2912,0.5071180000013555,0
-95,2698,0.7818909999987227,0
-92,2549,1.0616829999999027,0
-92,2408,1.2938219999996363,0
-96,2233,1.5648399999990943,0
-96,2111,1.8236630000028526,0
-98,1959,2.08262200000172,0
-101,1853,2.3408090000011725,0
-99,1753,2.606111000000965,0
-100,1629,2.8607190000038827,0
-100,1543,3.1002970000045025,0
-102,1506,3.352731999999378,0
-105,1751,3.5884250000017346,0
-106,2225,3.824504000003799,1
-104,2350,4.094729000004008,1
-105,2223,4.337485000003653,1
-104,2092,4.560380000002624,1
-102,1969,4.828777000002447,1
-103,1816,5.080678999998781,1
-101,1709,5.353741999999329,1
-99,1596,5.61153899999772,1
-98,2041,5.8527479999975185,1
-98,2770,6.0787360000031185,1
-95,3030,6.3836000000010245,0
-96,2809,6.629225000004226,0
-92,2653,6.880715999999666,0
-94,2459,7.168679000002157,0
-95,2324,7.394935000003898,0
-97,2196,7.655862999999954,0
-95,2038,7.944814000002225,0
-98,1892,8.230099000000337,0
-99,1790,8.478666000002704,0
-101,1694,8.73287700000219,0
-103,1574,9.01648700000078,0
-104,1501,9.28349000000162,0
-102,1810,9.560878000003868,0
-106,2327,9.84408500000427,1
-103,2436,10.120151000002807,1
-104,2249,10.384438000000955,1
-104,2116,10.644780000002356,1
-102,1992,10.89628200000152,1
-103,1837,11.171601000001829,1
-100,1695,11.507539999998698,1
-99,1835,11.765291000003344,1
-98,2823,12.079882999998517,0
-94,2997,12.347484999998414,0
-95,2776,12.597073000004457,0
-93,2622,12.86352099999931,0
-91,2431,13.1519879999978,0
-92,2297,13.394483000003675,0
-93,2131,13.690238000002864,0
-97,2015,13.946409000003769,0
-96,1870,14.226872999999614,0
-99,1769,14.512817000002542,0
-100,1644,14.813409000002139,0
-101,1529,15.102812000004633,0
-104,1493,15.349824000004446,0
-103,2059,15.601890999998432,0
-105,2499,15.862034999998286,1
-106,2425,16.127917999998317,1
-106,2283,16.440142999999807,1
-102,2105,16.7196449999974,1
-104,1942,17.005379000001994,1
-103,1828,17.249715999998443,1
-100,1686,17.52741000000242,1
-99,1740,17.801403999998,1
-95,2660,18.068018999998458,1
-99,3011,18.355611999999383,0
-95,2802,18.628477999998722,0
-92,2596,18.905353000001924,0
-93,2453,19.201085000000603,0
-96,2274,19.484904999997525,0
-99,2110,19.76372899999842,0
-96,1995,20.027337999999872,0
-98,1852,20.311133000002883,0
-102,1752,20.576364000000467,0
-101,1628,20.85316800000146,0
-102,1516,21.17061300000205,0
-102,1575,21.417117999997572,0
-105,2069,21.665664000000106,0
-103,2541,21.955879000001005,1
-105,2379,22.214552999997977,1
-105,2239,22.49905099999887,1
-103,2108,22.73382400000264,1
-102,1984,22.994054000002507,1
-103,1830,23.293797999998787,1
-101,1688,23.569603000003553,1
-101,1866,23.863032000001112,1
-96,2513,24.117664999997942,0
-97,2871,24.394114000002446,0
-92,2718,24.680857999999716,0
-92,2519,24.95631300000241,0
-91,2380,25.200822999999218,0
-96,2249,25.44678600000043,0
-94,2087,25.69396499999857,0
-94,1973,25.924912000002223,0
-97,1866,26.211208000000624,0
-100,1734,26.46312300000136,0
-100,1641,26.704290000001492,0
-101,1553,26.969099000001734,0
-102,1459,27.227473999999347,0
-102,1568,27.47226700000465,0
-103,2100,27.727999000002455,1
-106,2523,28.00346200000058,1
-103,2394,28.280507000003126,1
-103,2208,28.52684600000066,1
-102,2078,28.762883000003058,1
-101,1956,29.026342999997723,1
-100,1804,29.310201000000234,1
-100,1664,29.606485000003886,1
-100,1948,29.861785000000964,1
-99,2741,30.107589999999618,0
-97,2962,30.405664999998407,0
-93,2744,30.68149500000436,0
-93,2543,30.966105999999854,0
-91,2403,31.250395000002754,0
-94,2228,31.517031000003044,0
-96,2106,31.780942999997933,0
-98,1992,32.01796099999774,0
-98,1849,32.305191999999806,0
-101,1718,32.58914299999742,0
-99,1626,32.88594400000147,0
-102,1516,33.14334500000405,0
-103,1508,33.41017300000385,0
-104,2063,33.6732370000027,0
-104,2362,33.93853900000249,1
-103,2282,34.17268999999942,1
-105,2105,34.47743400000036,1
-103,1942,34.745395999998436,1
-102,1828,35.00884000000224,1
-101,1720,35.24374099999841,1
-100,1587,35.51966600000014,1
-100,1654,35.79389500000252,1
-101,2544,36.06217900000047,0
-95,2964,36.371179000001575,0
-93,2805,36.627009000003454,0
-93,2655,36.87071300000389,0
-93,2469,37.12746899999911,0
-93,2333,37.411732000000484,0
-96,2164,37.67815100000007,0
-97,2046,37.9550190000009,0
-98,1899,38.21421499999997,0
-103,1796,38.45818700000382,0
-101,1700,38.73436999999831,0
-102,1582,39.009673000000475,0
-103,1539,39.277069000003394,0
-102,1898,39.54442800000106,0
-105,2297,39.846643000004406,1
-103,2331,40.131609000003664,1
-105,2194,40.37991599999805,1
-103,2023,40.643879000002926,1
-103,1904,40.89904799999931,1
-103,1756,41.2124479999984,1
-100,1620,41.51245899999776,1
-99,1587,41.778659000003245,1
-99,2392,42.04459299999871,0
-96,2980,42.36829099999886,0
-94,2773,42.656002000003355,0
-93,2570,42.944446000001335,0
-93,2382,43.2474430000002,0
-93,2251,43.5115500000029,0
-95,2089,43.80943300000217,0
-97,1938,44.071013000000676,0
-99,1834,44.30947500000184,0
-102,1703,44.646944000000076,0
-101,1583,44.93231399999786,0
-103,1485,45.21912700000394,0
-104,1616,45.464217000000644,0
-104,2080,45.75042100000428,1
-105,2371,46.00613500000327,1
-104,2251,46.27698999999848,1
-104,2118,46.50929100000212,1
-104,1954,46.79949900000065,1
-102,1802,47.073903000004066,1
-100,1696,47.34808899999916,1
-98,1565,47.636146999997436,1
-98,1971,47.90019900000334,1
-97,2694,48.173421999999846,0
-98,2742,48.474857000001066,0
-95,2541,48.72845600000437,0
-92,2401,49.02781099999993,0
-94,2226,49.29752300000109,0
-97,2104,49.575840999998036,0
-95,1953,49.84945900000457,0
-97,1848,50.11552099999972,0
-98,1716,50.409819000000425,0
-103,1624,50.66787399999885,0
-101,1518,50.96164200000203,0
-102,1429,51.26802999999927,0
-103,1689,51.53631100000348,1
-103,2404,51.84281899999769,1
-103,2456,52.10432800000126,1
-104,2267,52.40622499999881,1
-104,2091,52.70443399999931,1
-105,1929,52.970500000003085,1
-103,1815,53.245426000001316,1
-101,1674,53.52999300000374,1
-98,1783,53.817455000003974,1
-100,2450,54.10418700000446,0
-96,2862,54.36724800000229,0
-95,2652,54.65890400000353,0
-92,2505,54.92157199999929,0
-93,2367,55.18489399999817,0
-97,2195,55.47555100000318,0
-96,2041,55.77164500000072,0
-98,1902,56.03839999999764,0
-99,1805,56.31382499999745,0
-100,1710,56.5487060000014,0
-100,1590,56.8472580000016,0
-102,1501,57.12123199999769,0
-102,1460,57.41718799999944,0
-104,1713,57.67440799999895,0
-103,2150,57.937566000000515,1
-104,2245,58.17540700000245,1
-104,2113,58.449147999999695,1
-105,1949,58.72574600000371,1
-103,1834,58.97728199999983,1
-103,1726,59.22226799999771,1
-99,1592,59.492425000004005,1
-100,1557,59.791503000000375,1
-99,2427,60.10399899999902,1
-97,2963,60.35892299999978,0
-93,2813,60.66169400000217,0
-91,2607,60.92869300000166,0
-92,2463,61.20378999999957,0
-92,2284,61.46988699999929,0
-94,2158,61.70856099999946,0
-97,2041,61.94351599999936,0
-97,1894,62.20903299999918,0
-99,1792,62.49527600000147,0
-102,1665,62.791848000000755,0
-101,1552,63.05436600000394,0
-103,1496,63.330526999998256,0
-105,1872,63.62692799999786,0
-103,2441,63.91101399999752,1
-103,2352,64.1882620000033,1
-104,2214,64.44392700000026,1
-103,2084,64.69913400000223,1
-104,1922,64.94433800000115,1
-103,1809,65.18848099999741,1
-102,1702,65.43493200000376,1
-98,1607,65.73086300000432,1
-98,2434,66.07687699999951,0
-98,3018,66.33513800000219,0
-93,2863,66.6304700000037,0
-95,2652,66.90402000000176,0
-95,2459,67.20277000000351,0
-95,2323,67.44569000000047,0
-98,2196,67.7027620000008,0
-96,2037,67.95876000000135,0
-97,1927,68.19416199999978,0
-99,1823,68.43763300000137,0
-101,1725,68.71395399999892,0
-102,1603,68.9915519999995,0
-104,1505,69.25613600000361,0
-105,1634,69.51138499999797,0
-104,2097,69.76471400000446,1
-103,2387,70.02056199999788,1
-104,2266,70.32572500000242,1
-104,2090,70.59200599999895,1
-102,1928,70.85708100000193,1
-103,1814,71.1404029999976,1
-101,1674,71.40537100000074,1
-101,1664,71.72412099999929,1
-96,2279,71.99034499999834,1
-98,3027,72.25393099999928,0
-93,2905,72.5008119999984,0
-94,2744,72.76500500000111,0
-93,2543,73.04178900000261,0
-94,2357,73.32465600000432,0
-93,2228,73.59287900000345,0
-96,2067,73.86946899999748,0
-97,1955,74.12479300000268,0
-100,1815,74.41914299999917,0
-100,1717,74.67509599999903,0
-102,1600,74.96057100000326,0
-104,1533,75.23771500000294,0
-102,1577,75.50748700000258,0
-103,2119,75.77816899999743,1
-105,2301,76.11420100000396,1
-104,2166,76.36164999999892,1
-103,1998,76.61931600000389,1
-103,1881,76.88469199999963,1
-102,1770,77.1426930000016,1
-102,1633,77.40105500000209,1
-101,1537,77.66872400000284,1
-99,1927,77.9423289999977,1
-97,2672,78.17768600000272,0
-95,2929,78.47472099999868,0
-95,2766,78.71149200000218,0
-93,2612,78.97490400000243,0
-92,2421,79.26095899999927,0
-96,2246,79.51698100000067,0
-97,2123,79.80411699999968,0
-97,1970,80.08093799999915,0
-99,1829,80.38775600000372,0
-98,1699,80.6625600000043,0
-101,1608,80.92802700000175,0
-102,1530,81.19537300000229,0
-103,1600,81.47498300000007,0
-103,2230,81.7570859999978,1
-103,2433,82.00700599999982,1
-104,2263,82.26915600000211,1
-104,2130,82.5649310000008,1
-103,1964,82.84249599999748,1
-102,1849,83.1105929999976,1
-99,1705,83.37769400000252,1
-102,1592,83.65470300000015,1
-99,2033,83.9277940000029,1
-97,2932,84.21368100000109,0
-97,2960,84.45227200000227,0
-95,2742,84.73446100000001,0
-93,2541,85.01473899999837,0
-93,2401,85.25165800000104,0
